,offspring,model
132,98,high_var
133,115,high_var
134,87,high_var
135,101,high_var
136,90,high_var
137,92,high_var
138,100,high_var
139,101,high_var
140,109,high_var
141,96,high_var
142,71,high_var
143,96,high_var
144,106,high_var
145,105,high_var
146,81,high_var
147,93,high_var
148,87,high_var
149,108,high_var
150,92,high_var
151,121,high_var
152,96,high_var
153,102,high_var
154,97,high_var
155,73,high_var
156,92,high_var
157,108,high_var
158,104,high_var
159,99,high_var
160,98,high_var
161,91,high_var
162,106,high_var
163,103,high_var
164,97,high_var
165,86,high_var
166,99,high_var
167,111,high_var
168,101,high_var
169,91,high_var
170,105,high_var
171,101,high_var
172,118,high_var
173,93,high_var
174,95,high_var
175,98,high_var
176,109,high_var
177,113,high_var
178,94,high_var
179,87,high_var
180,98,high_var
181,119,high_var
182,108,high_var
183,105,high_var
184,95,high_var
185,83,high_var
186,100,high_var
187,102,high_var
188,95,high_var
189,101,high_var
190,99,high_var
191,95,high_var
192,116,high_var
193,104,high_var
194,89,high_var
195,115,high_var
196,98,high_var
197,100,high_var
198,106,high_var
199,111,high_var
200,92,high_var
201,100,high_var
202,104,high_var
203,84,high_var
204,97,high_var
205,113,high_var
206,95,high_var
207,82,high_var
208,85,high_var
209,100,high_var
210,111,high_var
211,86,high_var
212,100,high_var
213,99,high_var
214,74,high_var
215,108,high_var
216,126,high_var
217,89,high_var
218,104,high_var
219,101,high_var
220,121,high_var
221,97,high_var
222,99,high_var
223,114,high_var
224,99,high_var
225,93,high_var
226,98,high_var
227,107,high_var
228,88,high_var
229,103,high_var
230,96,high_var
231,101,high_var
232,75,high_var
233,99,high_var
234,99,high_var
235,96,high_var
236,91,high_var
237,107,high_var
238,79,high_var
239,113,high_var
240,89,high_var
241,105,high_var
242,95,high_var
243,112,high_var
244,96,high_var
245,111,high_var
246,96,high_var
247,102,high_var
248,104,high_var
249,71,high_var
250,113,high_var
251,98,high_var
252,118,high_var
253,90,high_var
254,112,high_var
255,87,high_var
256,115,high_var
257,90,high_var
258,94,high_var
259,86,high_var
260,104,high_var
261,98,high_var
262,91,high_var
263,95,high_var
264,114,high_var
265,87,high_var
266,121,high_var
267,101,high_var
268,89,high_var
269,86,high_var
270,77,high_var
271,98,high_var
272,99,high_var
273,83,high_var
274,99,high_var
275,97,high_var
276,97,high_var
277,101,high_var
278,114,high_var
279,117,high_var
280,119,high_var
281,95,high_var
282,95,high_var
283,103,high_var
284,106,high_var
285,97,high_var
286,92,high_var
287,100,high_var
288,92,high_var
289,89,high_var
290,111,high_var
291,97,high_var
292,97,high_var
293,123,high_var
294,98,high_var
295,114,high_var
296,96,high_var
297,106,high_var
298,100,high_var
299,91,high_var
300,102,high_var
301,90,high_var
302,93,high_var
303,99,high_var
304,101,high_var
305,105,high_var
306,106,high_var
307,109,high_var
308,83,high_var
309,100,high_var
310,108,high_var
311,90,high_var
312,96,high_var
313,86,high_var
314,86,high_var
315,114,high_var
316,98,high_var
317,106,high_var
318,116,high_var
319,96,high_var
320,121,high_var
321,104,high_var
322,104,high_var
323,108,high_var
324,104,high_var
325,115,high_var
326,109,high_var
327,107,high_var
328,98,high_var
329,97,high_var
330,103,high_var
331,87,high_var
332,105,high_var
333,89,high_var
334,111,high_var
335,102,high_var
336,106,high_var
337,96,high_var
338,96,high_var
339,95,high_var
340,79,high_var
341,112,high_var
342,90,high_var
343,91,high_var
344,92,high_var
345,77,high_var
346,94,high_var
347,116,high_var
348,86,high_var
349,115,high_var
350,106,high_var
351,113,high_var
352,83,high_var
353,107,high_var
354,107,high_var
355,112,high_var
356,104,high_var
357,97,high_var
358,92,high_var
359,108,high_var
360,86,high_var
361,89,high_var
362,91,high_var
363,108,high_var
364,104,high_var
365,112,high_var
366,95,high_var
367,106,high_var
368,98,high_var
369,106,high_var
370,87,high_var
371,94,high_var
372,109,high_var
373,107,high_var
374,112,high_var
375,124,high_var
376,94,high_var
377,89,high_var
378,103,high_var
379,84,high_var
380,107,high_var
381,97,high_var
382,103,high_var
383,107,high_var
384,109,high_var
385,100,high_var
386,85,high_var
387,98,high_var
388,112,high_var
389,113,high_var
390,99,high_var
391,90,high_var
392,113,high_var
393,97,high_var
394,108,high_var
395,100,high_var
396,112,high_var
397,82,high_var
398,117,high_var
399,107,high_var
400,110,high_var
401,108,high_var
402,103,high_var
403,108,high_var
404,101,high_var
405,92,high_var
406,100,high_var
407,118,high_var
408,90,high_var
409,92,high_var
410,101,high_var
411,105,high_var
412,99,high_var
413,102,high_var
414,121,high_var
415,97,high_var
416,105,high_var
417,82,high_var
418,99,high_var
419,112,high_var
420,110,high_var
421,94,high_var
422,103,high_var
423,106,high_var
424,97,high_var
425,106,high_var
426,97,high_var
427,89,high_var
428,93,high_var
429,80,high_var
430,99,high_var
431,86,high_var
432,93,high_var
433,98,high_var
434,102,high_var
435,95,high_var
436,105,high_var
437,99,high_var
438,110,high_var
439,100,high_var
440,116,high_var
441,105,high_var
442,91,high_var
443,108,high_var
444,100,high_var
445,102,high_var
446,104,high_var
447,79,high_var
448,118,high_var
449,92,high_var
450,106,high_var
451,103,high_var
452,107,high_var
453,84,high_var
454,101,high_var
455,106,high_var
456,118,high_var
457,102,high_var
458,101,high_var
459,103,high_var
460,91,high_var
461,96,high_var
462,101,high_var
463,96,high_var
464,83,high_var
465,92,high_var
466,106,high_var
467,100,high_var
468,110,high_var
469,82,high_var
470,75,high_var
471,97,high_var
472,110,high_var
473,119,high_var
474,96,high_var
475,120,high_var
476,93,high_var
477,98,high_var
478,103,high_var
479,98,high_var
480,96,high_var
481,94,high_var
482,83,high_var
483,92,high_var
484,109,high_var
485,89,high_var
486,103,high_var
487,92,high_var
488,92,high_var
489,102,high_var
490,96,high_var
491,80,high_var
492,103,high_var
493,100,high_var
494,103,high_var
495,91,high_var
496,92,high_var
497,104,high_var
498,100,high_var
499,100,high_var
500,111,high_var
501,85,high_var
502,96,high_var
503,97,high_var
504,117,high_var
505,112,high_var
506,94,high_var
507,91,high_var
508,101,high_var
509,101,high_var
510,86,high_var
511,99,high_var
512,97,high_var
513,125,high_var
514,101,high_var
515,94,high_var
516,84,high_var
517,92,high_var
518,106,high_var
519,112,high_var
520,98,high_var
521,105,high_var
522,92,high_var
523,109,high_var
524,102,high_var
525,93,high_var
526,94,high_var
527,101,high_var
528,94,high_var
529,96,high_var
530,111,high_var
531,88,high_var
532,95,high_var
533,104,high_var
534,95,high_var
535,87,high_var
536,106,high_var
537,97,high_var
538,100,high_var
539,110,high_var
540,86,high_var
541,95,high_var
542,113,high_var
543,109,high_var
544,114,high_var
545,89,high_var
546,110,high_var
547,106,high_var
548,107,high_var
549,90,high_var
550,106,high_var
551,109,high_var
552,107,high_var
553,110,high_var
554,106,high_var
555,97,high_var
556,90,high_var
557,83,high_var
558,89,high_var
559,96,high_var
560,102,high_var
561,108,high_var
562,87,high_var
563,96,high_var
564,95,high_var
565,120,high_var
566,110,high_var
567,95,high_var
568,100,high_var
569,112,high_var
570,100,high_var
571,92,high_var
572,94,high_var
573,92,high_var
574,106,high_var
575,104,high_var
576,86,high_var
577,108,high_var
578,87,high_var
579,105,high_var
580,88,high_var
581,111,high_var
582,118,high_var
583,106,high_var
584,115,high_var
585,76,high_var
586,94,high_var
587,92,high_var
588,100,high_var
589,98,high_var
590,97,high_var
591,92,high_var
592,90,high_var
593,103,high_var
594,84,high_var
595,80,high_var
596,101,high_var
597,92,high_var
598,100,high_var
599,94,high_var
600,93,high_var
601,103,high_var
602,104,high_var
603,106,high_var
604,115,high_var
605,104,high_var
606,112,high_var
607,94,high_var
608,102,high_var
609,105,high_var
610,109,high_var
611,105,high_var
612,105,high_var
613,91,high_var
614,109,high_var
615,97,high_var
616,105,high_var
617,98,high_var
618,108,high_var
619,107,high_var
620,107,high_var
621,90,high_var
622,72,high_var
623,101,high_var
624,122,high_var
625,106,high_var
626,104,high_var
627,97,high_var
628,88,high_var
629,117,high_var
630,102,high_var
631,96,high_var
632,110,high_var
633,101,high_var
634,108,high_var
635,96,high_var
636,107,high_var
637,97,high_var
638,104,high_var
639,76,high_var
640,103,high_var
641,109,high_var
642,107,high_var
643,95,high_var
644,97,high_var
645,94,high_var
646,90,high_var
647,97,high_var
648,87,high_var
649,100,high_var
650,96,high_var
651,92,high_var
652,95,high_var
653,101,high_var
654,124,high_var
655,98,high_var
656,107,high_var
657,88,high_var
658,109,high_var
659,95,high_var
660,98,high_var
661,113,high_var
662,102,high_var
663,85,high_var
664,105,high_var
665,86,high_var
666,95,high_var
667,111,high_var
668,119,high_var
669,90,high_var
670,106,high_var
671,106,high_var
672,98,high_var
673,109,high_var
674,116,high_var
675,100,high_var
676,94,high_var
677,106,high_var
678,92,high_var
679,108,high_var
680,105,high_var
681,116,high_var
682,85,high_var
683,103,high_var
684,99,high_var
685,96,high_var
686,95,high_var
687,96,high_var
688,89,high_var
689,117,high_var
690,100,high_var
691,110,high_var
692,106,high_var
693,87,high_var
694,85,high_var
695,101,high_var
696,102,high_var
697,103,high_var
698,98,high_var
699,98,high_var
700,100,high_var
701,105,high_var
702,112,high_var
703,79,high_var
704,100,high_var
705,93,high_var
706,94,high_var
707,97,high_var
708,115,high_var
709,97,high_var
710,120,high_var
711,78,high_var
712,97,high_var
713,95,high_var
714,111,high_var
715,95,high_var
716,102,high_var
717,103,high_var
718,89,high_var
719,115,high_var
720,92,high_var
721,101,high_var
722,117,high_var
723,88,high_var
724,111,high_var
725,92,high_var
726,129,high_var
727,82,high_var
728,93,high_var
729,107,high_var
730,89,high_var
731,93,high_var
732,81,high_var
733,99,high_var
734,108,high_var
735,125,high_var
736,94,high_var
737,95,high_var
738,103,high_var
739,85,high_var
740,97,high_var
741,115,high_var
742,103,high_var
743,108,high_var
744,98,high_var
745,85,high_var
746,102,high_var
747,99,high_var
748,90,high_var
749,104,high_var
750,99,high_var
751,91,high_var
752,106,high_var
753,103,high_var
754,87,high_var
755,100,high_var
756,102,high_var
757,84,high_var
758,106,high_var
759,99,high_var
760,89,high_var
761,99,high_var
762,115,high_var
763,112,high_var
764,96,high_var
765,93,high_var
766,96,high_var
767,82,high_var
768,110,high_var
769,95,high_var
770,106,high_var
771,106,high_var
772,92,high_var
773,93,high_var
774,104,high_var
775,105,high_var
776,97,high_var
777,111,high_var
778,114,high_var
779,97,high_var
780,88,high_var
781,112,high_var
782,110,high_var
783,97,high_var
784,101,high_var
785,105,high_var
786,105,high_var
787,90,high_var
788,104,high_var
789,104,high_var
790,100,high_var
791,91,high_var
792,117,high_var
793,98,high_var
794,102,high_var
795,101,high_var
796,98,high_var
797,109,high_var
798,85,high_var
799,122,high_var
800,104,high_var
801,102,high_var
802,104,high_var
803,94,high_var
804,98,high_var
805,81,high_var
806,100,high_var
807,98,high_var
808,100,high_var
809,86,high_var
810,96,high_var
811,113,high_var
812,111,high_var
813,85,high_var
814,114,high_var
815,96,high_var
816,112,high_var
817,113,high_var
818,97,high_var
819,119,high_var
820,91,high_var
821,106,high_var
822,93,high_var
823,92,high_var
824,88,high_var
825,101,high_var
826,90,high_var
827,97,high_var
828,102,high_var
829,86,high_var
830,90,high_var
831,106,high_var
832,83,high_var
833,96,high_var
834,99,high_var
835,95,high_var
836,84,high_var
837,113,high_var
838,104,high_var
839,90,high_var
840,98,high_var
841,91,high_var
842,92,high_var
843,81,high_var
844,104,high_var
845,105,high_var
846,110,high_var
847,106,high_var
848,72,high_var
849,89,high_var
850,100,high_var
851,86,high_var
852,107,high_var
853,98,high_var
854,97,high_var
855,105,high_var
856,83,high_var
857,105,high_var
858,98,high_var
859,114,high_var
860,105,high_var
861,109,high_var
862,94,high_var
863,96,high_var
864,107,high_var
865,84,high_var
866,85,high_var
867,94,high_var
868,101,high_var
869,97,high_var
870,88,high_var
871,119,high_var
872,100,high_var
873,104,high_var
874,90,high_var
875,105,high_var
876,92,high_var
877,106,high_var
878,112,high_var
879,106,high_var
880,85,high_var
881,98,high_var
882,114,high_var
883,118,high_var
884,81,high_var
885,106,high_var
886,121,high_var
887,81,high_var
888,115,high_var
889,96,high_var
890,112,high_var
891,114,high_var
892,91,high_var
893,106,high_var
894,92,high_var
895,94,high_var
896,99,high_var
897,102,high_var
898,92,high_var
899,99,high_var
900,105,high_var
901,101,high_var
902,108,high_var
903,96,high_var
904,108,high_var
905,89,high_var
906,91,high_var
907,107,high_var
908,104,high_var
909,90,high_var
910,101,high_var
911,110,high_var
912,109,high_var
913,115,high_var
914,102,high_var
915,95,high_var
916,94,high_var
917,88,high_var
918,103,high_var
919,110,high_var
920,102,high_var
921,96,high_var
922,104,high_var
923,96,high_var
924,105,high_var
925,98,high_var
926,106,high_var
927,91,high_var
928,113,high_var
929,105,high_var
930,91,high_var
931,97,high_var
932,109,high_var
933,100,high_var
934,96,high_var
935,107,high_var
936,102,high_var
937,109,high_var
938,103,high_var
939,112,high_var
940,116,high_var
941,94,high_var
942,105,high_var
943,116,high_var
944,99,high_var
945,97,high_var
946,97,high_var
947,101,high_var
948,109,high_var
949,110,high_var
950,114,high_var
951,106,high_var
952,99,high_var
953,108,high_var
954,87,high_var
955,83,high_var
956,101,high_var
957,103,high_var
958,97,high_var
959,98,high_var
960,91,high_var
961,85,high_var
962,104,high_var
963,104,high_var
964,101,high_var
965,104,high_var
966,100,high_var
967,95,high_var
968,101,high_var
969,87,high_var
970,92,high_var
971,96,high_var
972,119,high_var
973,115,high_var
974,86,high_var
975,95,high_var
976,93,high_var
977,112,high_var
978,111,high_var
979,116,high_var
980,109,high_var
981,95,high_var
982,110,high_var
983,101,high_var
984,97,high_var
985,98,high_var
986,98,high_var
987,100,high_var
988,121,high_var
989,106,high_var
990,101,high_var
991,87,high_var
992,81,high_var
993,97,high_var
994,77,high_var
995,102,high_var
996,107,high_var
997,101,high_var
998,108,high_var
999,104,high_var
1000,109,high_var
1001,92,high_var
1002,89,high_var
1003,97,high_var
1004,107,high_var
1005,102,high_var
1006,112,high_var
1007,88,high_var
1008,98,high_var
1009,86,high_var
1010,86,high_var
1011,121,high_var
1012,113,high_var
1013,98,high_var
1014,122,high_var
1015,88,high_var
1016,104,high_var
1017,100,high_var
1018,103,high_var
1019,97,high_var
1020,106,high_var
1021,104,high_var
1022,108,high_var
1023,95,high_var
1024,91,high_var
1025,101,high_var
1026,91,high_var
1027,78,high_var
1028,95,high_var
1029,99,high_var
1030,92,high_var
1031,100,high_var
1032,104,high_var
1033,105,high_var
1034,96,high_var
1035,116,high_var
1036,91,high_var
1037,84,high_var
1038,96,high_var
1039,84,high_var
1040,117,high_var
1041,96,high_var
1042,102,high_var
1043,100,high_var
1044,103,high_var
1045,95,high_var
1046,100,high_var
1047,101,high_var
1048,78,high_var
1049,90,high_var
1050,116,high_var
1051,98,high_var
1052,103,high_var
1053,105,high_var
1054,83,high_var
1055,104,high_var
1056,110,high_var
1057,119,high_var
1058,90,high_var
1059,102,high_var
1060,86,high_var
1061,110,high_var
1062,104,high_var
1063,98,high_var
1064,96,high_var
1065,100,high_var
1066,92,high_var
1067,98,high_var
1068,101,high_var
1069,109,high_var
1070,92,high_var
1071,107,high_var
1072,95,high_var
1073,96,high_var
1074,103,high_var
1075,100,high_var
1076,95,high_var
1077,102,high_var
1078,95,high_var
1079,93,high_var
1080,103,high_var
1081,104,high_var
1082,93,high_var
1083,100,high_var
1084,110,high_var
1085,102,high_var
1086,100,high_var
1087,101,high_var
1088,101,high_var
1089,89,high_var
1090,111,high_var
1091,99,high_var
1092,98,high_var
1093,101,high_var
1094,95,high_var
1095,93,high_var
1096,103,high_var
1097,95,high_var
1098,102,high_var
1099,93,high_var
1100,99,high_var
1101,96,high_var
1102,102,high_var
1103,100,high_var
1104,107,high_var
1105,107,high_var
1106,110,high_var
1107,99,high_var
1108,79,high_var
1109,106,high_var
1110,106,high_var
1111,108,high_var
1112,102,high_var
1113,94,high_var
1114,104,high_var
1115,109,high_var
1116,92,high_var
1117,85,high_var
1118,97,high_var
1119,112,high_var
1120,82,high_var
1121,112,high_var
1122,88,high_var
1123,109,high_var
1124,90,high_var
1125,105,high_var
1126,81,high_var
1127,100,high_var
1128,90,high_var
1129,98,high_var
1130,105,high_var
1131,88,high_var
1132,99,high_var
1133,87,high_var
1134,102,high_var
1135,99,high_var
1136,108,high_var
1137,109,high_var
1138,100,high_var
1139,97,high_var
1140,117,high_var
1141,87,high_var
1142,104,high_var
1143,95,high_var
1144,113,high_var
1145,105,high_var
1146,90,high_var
1147,116,high_var
1148,107,high_var
1149,100,high_var
1150,101,high_var
1151,92,high_var
1152,93,high_var
1153,86,high_var
1154,101,high_var
1155,119,high_var
1156,104,high_var
1157,100,high_var
1158,91,high_var
1159,125,high_var
1160,100,high_var
1161,102,high_var
1162,116,high_var
1163,107,high_var
1164,110,high_var
1165,99,high_var
1166,96,high_var
1167,82,high_var
1168,99,high_var
1169,93,high_var
1170,104,high_var
1171,114,high_var
1172,119,high_var
1173,86,high_var
1174,101,high_var
1175,105,high_var
1176,96,high_var
1177,107,high_var
1178,100,high_var
1179,109,high_var
1180,98,high_var
1181,101,high_var
1182,95,high_var
1183,104,high_var
1184,98,high_var
1185,89,high_var
1186,97,high_var
1187,96,high_var
1188,79,high_var
1189,95,high_var
1190,105,high_var
1191,98,high_var
1192,97,high_var
1193,100,high_var
1194,100,high_var
1195,106,high_var
1196,118,high_var
1197,102,high_var
1198,84,high_var
1199,111,high_var
1200,102,high_var
1201,110,high_var
1202,81,high_var
1203,111,high_var
1204,102,high_var
1205,89,high_var
1206,99,high_var
1207,93,high_var
1208,115,high_var
1209,109,high_var
1210,79,high_var
1211,96,high_var
1212,94,high_var
1213,107,high_var
1214,88,high_var
1215,78,high_var
1216,109,high_var
1217,109,high_var
1218,85,high_var
1219,98,high_var
1220,95,high_var
1221,100,high_var
1222,96,high_var
1223,103,high_var
1224,97,high_var
1225,88,high_var
1226,101,high_var
1227,116,high_var
1228,109,high_var
1229,102,high_var
1230,121,high_var
1231,93,high_var
1232,98,high_var
1233,99,high_var
1234,109,high_var
1235,99,high_var
1236,79,high_var
1237,117,high_var
1238,97,high_var
1239,101,high_var
1240,82,high_var
1241,109,high_var
1242,105,high_var
1243,99,high_var
1244,97,high_var
1245,92,high_var
1246,90,high_var
1247,80,high_var
1248,80,high_var
1249,93,high_var
1250,123,high_var
1251,99,high_var
1252,118,high_var
1253,124,high_var
1254,103,high_var
1255,105,high_var
1256,94,high_var
1257,97,high_var
1258,95,high_var
1259,107,high_var
1260,100,high_var
1261,97,high_var
1262,87,high_var
1263,84,high_var
1264,91,high_var
1265,71,high_var
1266,116,high_var
1267,105,high_var
1268,93,high_var
1269,106,high_var
1270,90,high_var
1271,100,high_var
1272,102,high_var
1273,92,high_var
1274,77,high_var
1275,87,high_var
1276,93,high_var
1277,105,high_var
1278,106,high_var
1279,87,high_var
1280,92,high_var
1281,113,high_var
1282,103,high_var
1283,94,high_var
1284,90,high_var
1285,109,high_var
1286,106,high_var
1287,88,high_var
1288,99,high_var
1289,111,high_var
1290,102,high_var
1291,107,high_var
1292,107,high_var
1293,102,high_var
1294,104,high_var
1295,92,high_var
1296,101,high_var
1297,121,high_var
1298,92,high_var
1299,114,high_var
1300,102,high_var
1301,114,high_var
1302,92,high_var
1303,101,high_var
1304,111,high_var
1305,101,high_var
1306,96,high_var
1307,99,high_var
1308,108,high_var
1309,99,high_var
1310,115,high_var
1311,113,high_var
1312,88,high_var
1313,95,high_var
1314,109,high_var
1315,87,high_var
1316,105,high_var
1317,73,high_var
1318,106,high_var
1319,94,high_var
1320,104,high_var
1321,112,high_var
1322,112,high_var
1323,88,high_var
1324,98,high_var
1325,81,high_var
1326,107,high_var
1327,95,high_var
1328,104,high_var
1329,111,high_var
1330,105,high_var
1331,104,high_var
1332,99,high_var
1333,103,high_var
1334,96,high_var
1335,82,high_var
1336,101,high_var
1337,102,high_var
1338,93,high_var
1339,94,high_var
1340,85,high_var
1341,92,high_var
1342,97,high_var
1343,93,high_var
1344,99,high_var
1345,108,high_var
1346,94,high_var
1347,92,high_var
1348,109,high_var
1349,107,high_var
1350,104,high_var
1351,87,high_var
1352,116,high_var
1353,84,high_var
1354,117,high_var
1355,113,high_var
1356,112,high_var
1357,94,high_var
1358,96,high_var
1359,101,high_var
1360,94,high_var
1361,105,high_var
1362,94,high_var
1363,109,high_var
1364,129,high_var
1365,88,high_var
1366,92,high_var
1367,100,high_var
1368,81,high_var
1369,102,high_var
1370,100,high_var
1371,94,high_var
1372,95,high_var
1373,109,high_var
1374,109,high_var
1375,109,high_var
1376,85,high_var
1377,93,high_var
1378,112,high_var
1379,95,high_var
1380,104,high_var
1381,108,high_var
1382,101,high_var
1383,96,high_var
1384,97,high_var
1385,88,high_var
1386,89,high_var
1387,92,high_var
1388,110,high_var
1389,91,high_var
1390,86,high_var
1391,96,high_var
1392,88,high_var
1393,88,high_var
1394,102,high_var
1395,92,high_var
1396,105,high_var
1397,108,high_var
1398,110,high_var
1399,109,high_var
1400,101,high_var
1401,89,high_var
1402,100,high_var
1403,105,high_var
1404,91,high_var
1405,105,high_var
1406,108,high_var
1407,102,high_var
1408,114,high_var
1409,100,high_var
1410,97,high_var
1411,83,high_var
1412,83,high_var
1413,118,high_var
1414,107,high_var
1415,100,high_var
1416,96,high_var
1417,102,high_var
1418,108,high_var
1419,102,high_var
1420,96,high_var
1421,98,high_var
1422,76,high_var
1423,112,high_var
1424,99,high_var
1425,102,high_var
1426,102,high_var
1427,102,high_var
1428,86,high_var
1429,99,high_var
1430,89,high_var
1431,92,high_var
1432,95,high_var
1433,105,high_var
1434,106,high_var
1435,109,high_var
1436,103,high_var
1437,101,high_var
1438,106,high_var
1439,106,high_var
1440,95,high_var
1441,104,high_var
1442,95,high_var
1443,95,high_var
1444,102,high_var
1445,97,high_var
1446,101,high_var
1447,109,high_var
1448,80,high_var
1449,102,high_var
1450,109,high_var
1451,88,high_var
1452,104,high_var
1453,91,high_var
1454,98,high_var
1455,87,high_var
1456,102,high_var
1457,94,high_var
1458,110,high_var
1459,103,high_var
1460,93,high_var
1461,96,high_var
1462,90,high_var
1463,92,high_var
1464,95,high_var
1465,89,high_var
1466,127,high_var
1467,87,high_var
1468,105,high_var
1469,101,high_var
1470,95,high_var
1471,112,high_var
1472,119,high_var
1473,100,high_var
1474,110,high_var
1475,103,high_var
1476,97,high_var
1477,123,high_var
1478,85,high_var
1479,113,high_var
1480,89,high_var
1481,116,high_var
1482,118,high_var
1483,105,high_var
1484,115,high_var
1485,102,high_var
1486,99,high_var
1487,102,high_var
1488,101,high_var
1489,91,high_var
1490,109,high_var
1491,100,high_var
1492,101,high_var
1493,95,high_var
1494,88,high_var
1495,99,high_var
1496,114,high_var
1497,115,high_var
1498,123,high_var
1499,107,high_var
1500,98,high_var
1501,119,high_var
1502,95,high_var
1503,96,high_var
1504,104,high_var
1505,104,high_var
1506,106,high_var
1507,93,high_var
1508,89,high_var
1509,104,high_var
1510,100,high_var
1511,104,high_var
1512,98,high_var
1513,111,high_var
1514,119,high_var
1515,95,high_var
1516,90,high_var
1517,106,high_var
1518,114,high_var
1519,115,high_var
1520,81,high_var
1521,93,high_var
1522,107,high_var
1523,104,high_var
1524,113,high_var
1525,91,high_var
1526,105,high_var
1527,89,high_var
1528,119,high_var
1529,118,high_var
1530,102,high_var
1531,95,high_var
1532,88,high_var
1533,79,high_var
1534,92,high_var
1535,96,high_var
1536,107,high_var
1537,98,high_var
1538,115,high_var
1539,109,high_var
1540,83,high_var
1541,98,high_var
1542,99,high_var
1543,105,high_var
1544,102,high_var
1545,88,high_var
1546,103,high_var
1547,104,high_var
1548,100,high_var
1549,97,high_var
1550,103,high_var
1551,106,high_var
1552,88,high_var
1553,99,high_var
1554,91,high_var
1555,105,high_var
1556,90,high_var
1557,95,high_var
1558,91,high_var
1559,108,high_var
1560,92,high_var
1561,106,high_var
1562,119,high_var
1563,91,high_var
1564,109,high_var
1565,84,high_var
1566,98,high_var
1567,98,high_var
1568,98,high_var
1569,100,high_var
1570,109,high_var
1571,86,high_var
1572,98,high_var
1573,109,high_var
1574,105,high_var
1575,89,high_var
1576,94,high_var
1577,90,high_var
1578,87,high_var
1579,107,high_var
1580,111,high_var
1581,110,high_var
1582,96,high_var
1583,110,high_var
1584,120,high_var
1585,87,high_var
1586,95,high_var
1587,94,high_var
1588,118,high_var
1589,96,high_var
1590,107,high_var
1591,109,high_var
1592,99,high_var
1593,107,high_var
1594,98,high_var
1595,94,high_var
1596,97,high_var
1597,89,high_var
1598,94,high_var
1599,85,high_var
1600,101,high_var
1601,99,high_var
1602,110,high_var
1603,82,high_var
1604,101,high_var
1605,92,high_var
1606,82,high_var
1607,99,high_var
1608,105,high_var
1609,109,high_var
1610,122,high_var
1611,103,high_var
1612,97,high_var
1613,103,high_var
1614,88,high_var
1615,104,high_var
1616,100,high_var
1617,100,high_var
1618,103,high_var
1619,103,high_var
1620,104,high_var
1621,100,high_var
1622,106,high_var
1623,94,high_var
1624,110,high_var
1625,104,high_var
1626,92,high_var
1627,120,high_var
1628,86,high_var
1629,89,high_var
1630,105,high_var
1631,104,high_var
1632,93,high_var
1633,105,high_var
1634,107,high_var
1635,95,high_var
1636,87,high_var
1637,78,high_var
1638,99,high_var
1639,104,high_var
1640,102,high_var
1641,91,high_var
1642,101,high_var
1643,94,high_var
1644,102,high_var
1645,98,high_var
1646,97,high_var
1647,94,high_var
1648,100,high_var
1649,91,high_var
1650,114,high_var
1651,105,high_var
1652,91,high_var
1653,110,high_var
1654,105,high_var
1655,97,high_var
1656,72,high_var
1657,86,high_var
1658,97,high_var
1659,102,high_var
1660,95,high_var
1661,106,high_var
1662,112,high_var
1663,103,high_var
1664,85,high_var
