,offspring,model
351,121,high_var
352,21,high_var
353,105,high_var
354,99,high_var
355,84,high_var
356,106,high_var
357,110,high_var
358,81,high_var
359,97,high_var
360,87,high_var
361,80,high_var
362,116,high_var
363,100,high_var
364,116,high_var
365,108,high_var
366,138,high_var
367,101,high_var
368,100,high_var
369,20,high_var
370,123,high_var
371,93,high_var
372,97,high_var
373,100,high_var
374,17,high_var
375,81,high_var
376,122,high_var
377,115,high_var
378,96,high_var
379,413,high_var
380,90,high_var
381,14,high_var
382,108,high_var
383,92,high_var
384,85,high_var
385,101,high_var
386,121,high_var
387,91,high_var
388,17,high_var
389,82,high_var
390,104,high_var
391,124,high_var
392,108,high_var
393,102,high_var
394,101,high_var
395,93,high_var
396,28,high_var
397,78,high_var
398,463,high_var
399,105,high_var
400,27,high_var
401,96,high_var
402,92,high_var
403,518,high_var
404,93,high_var
405,65,high_var
406,96,high_var
407,115,high_var
408,92,high_var
409,112,high_var
410,104,high_var
411,108,high_var
412,91,high_var
413,94,high_var
414,466,high_var
415,488,high_var
416,93,high_var
417,99,high_var
418,17,high_var
419,91,high_var
420,20,high_var
421,17,high_var
422,118,high_var
423,113,high_var
424,107,high_var
425,17,high_var
426,103,high_var
427,468,high_var
428,98,high_var
429,88,high_var
430,99,high_var
431,381,high_var
432,103,high_var
433,75,high_var
434,70,high_var
435,128,high_var
436,109,high_var
437,110,high_var
438,521,high_var
439,19,high_var
440,104,high_var
441,25,high_var
442,130,high_var
443,97,high_var
444,90,high_var
445,95,high_var
446,105,high_var
447,30,high_var
448,112,high_var
449,17,high_var
450,95,high_var
451,507,high_var
452,85,high_var
453,88,high_var
454,103,high_var
455,116,high_var
456,495,high_var
457,112,high_var
458,591,high_var
459,486,high_var
460,80,high_var
461,124,high_var
462,420,high_var
463,99,high_var
464,78,high_var
465,18,high_var
466,104,high_var
467,110,high_var
468,569,high_var
469,122,high_var
470,20,high_var
471,100,high_var
472,119,high_var
473,95,high_var
474,393,high_var
475,526,high_var
476,13,high_var
477,106,high_var
478,107,high_var
479,75,high_var
480,96,high_var
481,99,high_var
482,117,high_var
483,113,high_var
484,91,high_var
485,25,high_var
486,83,high_var
487,547,high_var
488,568,high_var
489,90,high_var
490,416,high_var
491,32,high_var
492,109,high_var
493,118,high_var
494,116,high_var
495,459,high_var
496,105,high_var
497,92,high_var
498,95,high_var
499,15,high_var
500,20,high_var
501,126,high_var
502,96,high_var
503,502,high_var
504,104,high_var
505,420,high_var
506,85,high_var
507,22,high_var
508,86,high_var
509,435,high_var
510,87,high_var
511,90,high_var
512,107,high_var
513,98,high_var
514,119,high_var
515,85,high_var
516,18,high_var
517,26,high_var
518,125,high_var
519,92,high_var
520,470,high_var
521,112,high_var
522,107,high_var
523,95,high_var
524,93,high_var
525,570,high_var
526,115,high_var
527,94,high_var
528,86,high_var
529,522,high_var
530,400,high_var
531,115,high_var
532,17,high_var
533,106,high_var
534,502,high_var
535,26,high_var
536,109,high_var
537,65,high_var
538,95,high_var
539,100,high_var
540,124,high_var
541,100,high_var
542,102,high_var
543,82,high_var
544,91,high_var
545,23,high_var
546,101,high_var
547,90,high_var
548,103,high_var
549,104,high_var
550,109,high_var
551,104,high_var
552,104,high_var
553,7,high_var
554,93,high_var
555,112,high_var
556,83,high_var
557,96,high_var
558,93,high_var
559,116,high_var
560,85,high_var
561,119,high_var
562,22,high_var
563,80,high_var
564,22,high_var
565,95,high_var
566,97,high_var
567,87,high_var
568,111,high_var
569,19,high_var
570,89,high_var
571,118,high_var
572,100,high_var
573,121,high_var
574,109,high_var
575,70,high_var
576,84,high_var
577,18,high_var
578,473,high_var
579,77,high_var
580,101,high_var
581,74,high_var
582,115,high_var
583,100,high_var
584,90,high_var
585,82,high_var
586,102,high_var
587,95,high_var
588,91,high_var
589,510,high_var
590,130,high_var
591,86,high_var
592,98,high_var
593,69,high_var
594,111,high_var
595,101,high_var
596,11,high_var
597,508,high_var
598,93,high_var
599,89,high_var
600,20,high_var
601,103,high_var
602,21,high_var
603,86,high_var
604,99,high_var
605,103,high_var
606,533,high_var
607,110,high_var
608,78,high_var
609,98,high_var
610,96,high_var
611,94,high_var
612,98,high_var
613,81,high_var
614,100,high_var
615,91,high_var
616,93,high_var
617,90,high_var
618,115,high_var
619,118,high_var
620,516,high_var
621,113,high_var
622,93,high_var
623,14,high_var
624,119,high_var
625,91,high_var
626,102,high_var
627,105,high_var
628,100,high_var
629,90,high_var
630,107,high_var
631,99,high_var
632,110,high_var
633,92,high_var
634,92,high_var
635,90,high_var
636,102,high_var
637,105,high_var
638,98,high_var
639,117,high_var
640,143,high_var
641,122,high_var
642,118,high_var
643,110,high_var
644,88,high_var
645,98,high_var
646,26,high_var
647,21,high_var
648,92,high_var
649,114,high_var
650,24,high_var
651,117,high_var
652,111,high_var
653,99,high_var
654,73,high_var
655,70,high_var
656,89,high_var
657,83,high_var
658,108,high_var
659,89,high_var
660,93,high_var
661,85,high_var
662,89,high_var
663,102,high_var
664,114,high_var
665,118,high_var
666,90,high_var
667,98,high_var
668,98,high_var
669,113,high_var
670,88,high_var
671,95,high_var
672,97,high_var
673,119,high_var
674,117,high_var
675,121,high_var
676,84,high_var
677,75,high_var
678,103,high_var
679,98,high_var
680,104,high_var
681,92,high_var
682,384,high_var
683,99,high_var
684,528,high_var
685,82,high_var
686,99,high_var
687,98,high_var
688,106,high_var
689,121,high_var
690,18,high_var
691,115,high_var
692,95,high_var
693,67,high_var
694,106,high_var
695,92,high_var
696,112,high_var
697,73,high_var
698,92,high_var
699,100,high_var
700,498,high_var
701,82,high_var
702,87,high_var
703,106,high_var
704,118,high_var
705,16,high_var
706,116,high_var
707,69,high_var
708,99,high_var
709,74,high_var
710,123,high_var
711,114,high_var
712,122,high_var
713,112,high_var
714,101,high_var
715,119,high_var
716,99,high_var
717,124,high_var
718,91,high_var
719,16,high_var
720,106,high_var
721,96,high_var
722,113,high_var
723,109,high_var
724,84,high_var
725,482,high_var
726,473,high_var
727,508,high_var
728,112,high_var
729,93,high_var
730,112,high_var
731,110,high_var
732,103,high_var
733,91,high_var
734,100,high_var
735,118,high_var
736,113,high_var
737,89,high_var
738,116,high_var
739,94,high_var
740,95,high_var
741,93,high_var
742,11,high_var
743,84,high_var
744,87,high_var
745,113,high_var
746,102,high_var
747,112,high_var
748,94,high_var
749,111,high_var
750,93,high_var
751,498,high_var
752,111,high_var
753,124,high_var
754,105,high_var
755,100,high_var
756,112,high_var
757,103,high_var
758,16,high_var
759,91,high_var
760,102,high_var
761,110,high_var
762,92,high_var
763,91,high_var
764,111,high_var
765,115,high_var
766,114,high_var
767,83,high_var
768,129,high_var
769,90,high_var
770,109,high_var
771,91,high_var
772,83,high_var
773,111,high_var
774,80,high_var
775,94,high_var
776,124,high_var
777,105,high_var
778,91,high_var
779,115,high_var
780,103,high_var
781,101,high_var
782,104,high_var
783,88,high_var
784,93,high_var
785,80,high_var
786,91,high_var
787,115,high_var
788,80,high_var
789,126,high_var
790,116,high_var
791,98,high_var
792,101,high_var
793,442,high_var
794,117,high_var
795,81,high_var
796,101,high_var
797,87,high_var
798,86,high_var
799,97,high_var
800,24,high_var
801,90,high_var
802,95,high_var
803,97,high_var
804,94,high_var
805,115,high_var
806,76,high_var
807,109,high_var
808,29,high_var
809,15,high_var
810,97,high_var
811,93,high_var
812,108,high_var
813,97,high_var
814,436,high_var
815,97,high_var
816,88,high_var
817,81,high_var
818,111,high_var
819,106,high_var
820,445,high_var
821,114,high_var
822,70,high_var
823,87,high_var
824,87,high_var
825,448,high_var
826,66,high_var
827,100,high_var
828,507,high_var
829,107,high_var
830,99,high_var
831,91,high_var
832,112,high_var
833,95,high_var
834,480,high_var
835,17,high_var
836,129,high_var
837,115,high_var
838,108,high_var
839,83,high_var
840,85,high_var
841,104,high_var
842,97,high_var
843,97,high_var
844,92,high_var
845,103,high_var
846,97,high_var
847,531,high_var
848,100,high_var
849,110,high_var
850,464,high_var
851,123,high_var
852,93,high_var
853,86,high_var
854,104,high_var
855,118,high_var
856,104,high_var
857,104,high_var
858,83,high_var
859,109,high_var
860,84,high_var
861,110,high_var
862,85,high_var
863,116,high_var
864,461,high_var
865,87,high_var
866,12,high_var
867,86,high_var
868,105,high_var
869,94,high_var
870,84,high_var
871,13,high_var
872,111,high_var
873,95,high_var
874,90,high_var
875,19,high_var
876,519,high_var
877,92,high_var
878,101,high_var
879,90,high_var
880,104,high_var
881,102,high_var
882,82,high_var
883,71,high_var
884,83,high_var
885,101,high_var
886,88,high_var
887,100,high_var
888,79,high_var
889,133,high_var
890,91,high_var
891,83,high_var
892,111,high_var
893,489,high_var
894,97,high_var
895,81,high_var
896,111,high_var
897,455,high_var
898,83,high_var
899,92,high_var
900,423,high_var
901,120,high_var
902,100,high_var
903,112,high_var
904,108,high_var
905,91,high_var
906,128,high_var
907,92,high_var
908,116,high_var
909,496,high_var
910,93,high_var
911,105,high_var
912,88,high_var
913,115,high_var
914,111,high_var
915,78,high_var
916,28,high_var
917,105,high_var
918,24,high_var
919,98,high_var
920,107,high_var
921,138,high_var
922,90,high_var
923,27,high_var
924,21,high_var
925,89,high_var
926,93,high_var
927,124,high_var
928,116,high_var
929,83,high_var
930,26,high_var
931,94,high_var
932,94,high_var
933,533,high_var
934,66,high_var
935,92,high_var
936,90,high_var
937,16,high_var
938,110,high_var
939,90,high_var
940,102,high_var
941,95,high_var
942,107,high_var
943,79,high_var
944,22,high_var
945,111,high_var
946,104,high_var
947,113,high_var
948,77,high_var
949,81,high_var
950,105,high_var
951,101,high_var
952,115,high_var
953,78,high_var
954,122,high_var
955,116,high_var
956,97,high_var
957,123,high_var
958,95,high_var
959,104,high_var
960,122,high_var
961,96,high_var
962,124,high_var
963,60,high_var
964,585,high_var
965,533,high_var
966,87,high_var
967,108,high_var
968,121,high_var
969,21,high_var
970,19,high_var
971,134,high_var
972,106,high_var
973,100,high_var
974,17,high_var
975,99,high_var
976,78,high_var
977,454,high_var
978,113,high_var
979,98,high_var
980,119,high_var
981,18,high_var
982,111,high_var
983,105,high_var
984,17,high_var
985,111,high_var
986,112,high_var
987,75,high_var
988,121,high_var
989,107,high_var
990,86,high_var
991,109,high_var
992,130,high_var
993,101,high_var
994,69,high_var
995,99,high_var
996,104,high_var
997,97,high_var
998,97,high_var
999,101,high_var
1000,85,high_var
1001,90,high_var
1002,103,high_var
1003,491,high_var
1004,83,high_var
1005,80,high_var
1006,134,high_var
1007,132,high_var
1008,21,high_var
1009,75,high_var
1010,120,high_var
1011,82,high_var
1012,18,high_var
1013,452,high_var
1014,512,high_var
1015,129,high_var
1016,70,high_var
1017,90,high_var
1018,26,high_var
1019,118,high_var
1020,59,high_var
1021,20,high_var
1022,92,high_var
1023,20,high_var
1024,89,high_var
1025,25,high_var
1026,514,high_var
1027,72,high_var
1028,72,high_var
1029,106,high_var
1030,136,high_var
1031,104,high_var
1032,84,high_var
1033,95,high_var
1034,104,high_var
1035,416,high_var
1036,99,high_var
1037,115,high_var
1038,91,high_var
1039,93,high_var
1040,97,high_var
1041,100,high_var
1042,106,high_var
1043,106,high_var
1044,104,high_var
1045,106,high_var
1046,83,high_var
1047,454,high_var
1048,128,high_var
1049,94,high_var
1050,109,high_var
1051,120,high_var
1052,99,high_var
1053,426,high_var
1054,450,high_var
1055,11,high_var
1056,94,high_var
1057,113,high_var
1058,132,high_var
1059,111,high_var
1060,131,high_var
1061,89,high_var
1062,79,high_var
1063,108,high_var
1064,89,high_var
1065,119,high_var
1066,103,high_var
1067,105,high_var
1068,93,high_var
1069,99,high_var
1070,513,high_var
1071,507,high_var
1072,92,high_var
1073,20,high_var
1074,72,high_var
1075,97,high_var
1076,120,high_var
1077,459,high_var
1078,66,high_var
1079,90,high_var
1080,104,high_var
1081,116,high_var
1082,105,high_var
1083,110,high_var
1084,455,high_var
1085,120,high_var
1086,101,high_var
1087,91,high_var
1088,77,high_var
1089,82,high_var
1090,515,high_var
1091,113,high_var
1092,92,high_var
1093,121,high_var
1094,485,high_var
1095,79,high_var
1096,103,high_var
1097,79,high_var
1098,81,high_var
1099,17,high_var
1100,95,high_var
1101,89,high_var
1102,440,high_var
1103,113,high_var
1104,104,high_var
1105,115,high_var
1106,96,high_var
1107,87,high_var
1108,100,high_var
1109,82,high_var
1110,114,high_var
1111,119,high_var
1112,19,high_var
1113,20,high_var
1114,88,high_var
1115,30,high_var
1116,117,high_var
1117,122,high_var
1118,408,high_var
1119,18,high_var
1120,402,high_var
1121,16,high_var
1122,486,high_var
1123,102,high_var
1124,92,high_var
1125,108,high_var
1126,121,high_var
1127,81,high_var
1128,126,high_var
1129,469,high_var
1130,91,high_var
1131,132,high_var
1132,101,high_var
1133,103,high_var
1134,82,high_var
1135,114,high_var
1136,13,high_var
1137,516,high_var
1138,17,high_var
1139,93,high_var
1140,105,high_var
1141,114,high_var
1142,21,high_var
1143,93,high_var
1144,479,high_var
1145,111,high_var
1146,12,high_var
1147,99,high_var
1148,494,high_var
1149,21,high_var
1150,526,high_var
1151,81,high_var
1152,116,high_var
1153,86,high_var
1154,121,high_var
1155,84,high_var
1156,113,high_var
1157,79,high_var
1158,96,high_var
1159,79,high_var
1160,92,high_var
1161,87,high_var
1162,15,high_var
1163,99,high_var
1164,126,high_var
1165,103,high_var
1166,69,high_var
1167,16,high_var
1168,106,high_var
1169,102,high_var
1170,101,high_var
1171,67,high_var
1172,113,high_var
1173,84,high_var
1174,92,high_var
1175,96,high_var
1176,16,high_var
1177,101,high_var
1178,113,high_var
1179,86,high_var
1180,114,high_var
1181,21,high_var
1182,95,high_var
1183,83,high_var
1184,104,high_var
1185,99,high_var
1186,21,high_var
1187,101,high_var
1188,86,high_var
1189,114,high_var
1190,93,high_var
1191,81,high_var
1192,114,high_var
1193,118,high_var
1194,111,high_var
1195,109,high_var
1196,94,high_var
1197,96,high_var
1198,19,high_var
1199,111,high_var
1200,101,high_var
1201,108,high_var
1202,91,high_var
1203,113,high_var
1204,101,high_var
1205,32,high_var
1206,79,high_var
1207,447,high_var
1208,100,high_var
1209,95,high_var
1210,80,high_var
1211,76,high_var
1212,95,high_var
1213,81,high_var
1214,21,high_var
1215,90,high_var
1216,120,high_var
1217,95,high_var
1218,114,high_var
1219,81,high_var
1220,19,high_var
1221,92,high_var
1222,122,high_var
1223,110,high_var
1224,114,high_var
1225,82,high_var
1226,79,high_var
1227,81,high_var
1228,86,high_var
1229,120,high_var
1230,109,high_var
1231,91,high_var
1232,14,high_var
1233,107,high_var
1234,102,high_var
1235,127,high_var
1236,100,high_var
1237,95,high_var
1238,92,high_var
1239,486,high_var
1240,96,high_var
1241,97,high_var
1242,94,high_var
1243,98,high_var
1244,112,high_var
1245,15,high_var
1246,24,high_var
1247,86,high_var
1248,90,high_var
1249,85,high_var
1250,94,high_var
1251,22,high_var
1252,12,high_var
1253,85,high_var
1254,24,high_var
1255,123,high_var
1256,84,high_var
1257,100,high_var
1258,94,high_var
1259,97,high_var
1260,99,high_var
1261,85,high_var
1262,125,high_var
1263,108,high_var
1264,353,high_var
1265,84,high_var
1266,118,high_var
1267,106,high_var
1268,27,high_var
1269,79,high_var
1270,496,high_var
1271,78,high_var
1272,111,high_var
1273,18,high_var
1274,85,high_var
1275,119,high_var
1276,29,high_var
1277,98,high_var
1278,101,high_var
1279,468,high_var
1280,99,high_var
1281,102,high_var
1282,106,high_var
1283,115,high_var
1284,81,high_var
1285,86,high_var
1286,103,high_var
1287,99,high_var
1288,91,high_var
1289,117,high_var
1290,86,high_var
1291,90,high_var
1292,509,high_var
1293,97,high_var
1294,110,high_var
1295,10,high_var
1296,90,high_var
1297,103,high_var
1298,104,high_var
1299,107,high_var
1300,88,high_var
1301,61,high_var
1302,108,high_var
1303,91,high_var
1304,105,high_var
1305,100,high_var
1306,74,high_var
1307,107,high_var
1308,18,high_var
1309,109,high_var
1310,116,high_var
1311,19,high_var
1312,97,high_var
1313,90,high_var
1314,106,high_var
1315,72,high_var
1316,14,high_var
1317,99,high_var
1318,80,high_var
1319,78,high_var
1320,125,high_var
1321,442,high_var
1322,109,high_var
1323,97,high_var
1324,79,high_var
1325,101,high_var
1326,132,high_var
1327,116,high_var
1328,97,high_var
1329,115,high_var
1330,20,high_var
1331,101,high_var
1332,22,high_var
1333,32,high_var
1334,19,high_var
1335,102,high_var
1336,585,high_var
1337,83,high_var
1338,82,high_var
1339,115,high_var
1340,89,high_var
1341,83,high_var
1342,93,high_var
1343,112,high_var
1344,529,high_var
1345,91,high_var
1346,110,high_var
1347,111,high_var
1348,507,high_var
1349,134,high_var
1350,95,high_var
1351,89,high_var
1352,97,high_var
1353,91,high_var
1354,94,high_var
1355,476,high_var
1356,15,high_var
1357,82,high_var
1358,498,high_var
1359,94,high_var
1360,86,high_var
1361,25,high_var
1362,102,high_var
1363,84,high_var
1364,74,high_var
1365,92,high_var
1366,98,high_var
1367,115,high_var
1368,75,high_var
1369,99,high_var
1370,109,high_var
1371,580,high_var
1372,384,high_var
1373,118,high_var
1374,95,high_var
1375,517,high_var
1376,113,high_var
1377,89,high_var
1378,104,high_var
1379,22,high_var
1380,18,high_var
1381,98,high_var
1382,30,high_var
1383,126,high_var
1384,104,high_var
1385,102,high_var
1386,86,high_var
1387,95,high_var
1388,96,high_var
1389,488,high_var
1390,105,high_var
1391,99,high_var
1392,85,high_var
1393,96,high_var
1394,98,high_var
1395,106,high_var
1396,132,high_var
1397,107,high_var
1398,22,high_var
1399,108,high_var
1400,105,high_var
1401,74,high_var
1402,89,high_var
1403,107,high_var
1404,93,high_var
1405,101,high_var
1406,20,high_var
1407,85,high_var
1408,97,high_var
1409,103,high_var
1410,96,high_var
1411,551,high_var
1412,108,high_var
1413,87,high_var
1414,109,high_var
1415,84,high_var
1416,115,high_var
1417,100,high_var
1418,453,high_var
1419,109,high_var
1420,94,high_var
1421,99,high_var
1422,96,high_var
1423,519,high_var
1424,138,high_var
1425,525,high_var
1426,19,high_var
1427,422,high_var
1428,71,high_var
1429,108,high_var
1430,90,high_var
1431,18,high_var
1432,122,high_var
1433,101,high_var
1434,100,high_var
1435,103,high_var
1436,71,high_var
1437,82,high_var
1438,91,high_var
1439,9,high_var
1440,87,high_var
1441,90,high_var
1442,471,high_var
1443,109,high_var
1444,89,high_var
1445,98,high_var
1446,490,high_var
1447,111,high_var
1448,19,high_var
1449,97,high_var
1450,122,high_var
1451,101,high_var
1452,122,high_var
1453,21,high_var
1454,94,high_var
1455,77,high_var
1456,112,high_var
1457,100,high_var
1458,489,high_var
1459,95,high_var
1460,96,high_var
1461,109,high_var
1462,81,high_var
1463,89,high_var
1464,104,high_var
1465,85,high_var
1466,88,high_var
1467,103,high_var
1468,28,high_var
1469,100,high_var
1470,99,high_var
1471,88,high_var
1472,76,high_var
1473,92,high_var
1474,92,high_var
1475,117,high_var
1476,83,high_var
1477,96,high_var
1478,102,high_var
1479,101,high_var
1480,116,high_var
1481,86,high_var
1482,95,high_var
1483,96,high_var
1484,85,high_var
1485,83,high_var
1486,113,high_var
1487,523,high_var
1488,25,high_var
1489,92,high_var
1490,113,high_var
1491,129,high_var
1492,98,high_var
1493,114,high_var
1494,22,high_var
1495,470,high_var
1496,78,high_var
1497,109,high_var
1498,27,high_var
1499,120,high_var
1500,68,high_var
1501,104,high_var
1502,125,high_var
1503,18,high_var
1504,105,high_var
1505,126,high_var
1506,16,high_var
1507,115,high_var
1508,98,high_var
1509,451,high_var
1510,115,high_var
1511,18,high_var
1512,86,high_var
1513,20,high_var
1514,428,high_var
1515,121,high_var
1516,81,high_var
1517,18,high_var
1518,123,high_var
1519,97,high_var
1520,103,high_var
1521,96,high_var
1522,95,high_var
1523,103,high_var
1524,83,high_var
1525,91,high_var
1526,102,high_var
1527,25,high_var
1528,96,high_var
1529,497,high_var
1530,85,high_var
1531,90,high_var
1532,80,high_var
1533,105,high_var
1534,107,high_var
1535,71,high_var
1536,104,high_var
1537,91,high_var
1538,109,high_var
1539,94,high_var
1540,506,high_var
1541,113,high_var
1542,106,high_var
1543,22,high_var
1544,113,high_var
1545,119,high_var
1546,29,high_var
1547,109,high_var
1548,111,high_var
1549,103,high_var
1550,83,high_var
1551,95,high_var
1552,94,high_var
1553,92,high_var
1554,90,high_var
1555,87,high_var
1556,25,high_var
1557,17,high_var
1558,80,high_var
1559,23,high_var
1560,99,high_var
1561,103,high_var
1562,98,high_var
1563,25,high_var
1564,91,high_var
1565,84,high_var
1566,118,high_var
1567,122,high_var
1568,102,high_var
1569,106,high_var
1570,118,high_var
1571,457,high_var
1572,104,high_var
1573,22,high_var
1574,505,high_var
1575,108,high_var
1576,96,high_var
1577,101,high_var
1578,134,high_var
1579,461,high_var
1580,95,high_var
1581,23,high_var
1582,88,high_var
1583,116,high_var
1584,75,high_var
1585,106,high_var
1586,94,high_var
1587,74,high_var
1588,121,high_var
1589,111,high_var
1590,110,high_var
1591,99,high_var
1592,103,high_var
1593,107,high_var
1594,80,high_var
1595,102,high_var
1596,93,high_var
1597,454,high_var
1598,77,high_var
1599,513,high_var
1600,23,high_var
1601,116,high_var
1602,95,high_var
1603,101,high_var
1604,81,high_var
1605,97,high_var
1606,101,high_var
1607,101,high_var
1608,90,high_var
1609,142,high_var
1610,121,high_var
1611,99,high_var
1612,74,high_var
1613,94,high_var
1614,94,high_var
1615,123,high_var
1616,505,high_var
1617,74,high_var
1618,100,high_var
1619,96,high_var
1620,104,high_var
1621,95,high_var
1622,131,high_var
1623,94,high_var
1624,385,high_var
1625,510,high_var
1626,110,high_var
1627,116,high_var
1628,88,high_var
1629,438,high_var
1630,107,high_var
1631,85,high_var
1632,80,high_var
1633,92,high_var
1634,96,high_var
1635,111,high_var
1636,111,high_var
1637,124,high_var
1638,96,high_var
1639,84,high_var
1640,118,high_var
1641,112,high_var
1642,106,high_var
1643,96,high_var
1644,101,high_var
1645,96,high_var
1646,87,high_var
1647,104,high_var
1648,96,high_var
1649,397,high_var
1650,99,high_var
1651,108,high_var
1652,106,high_var
1653,142,high_var
1654,97,high_var
1655,97,high_var
1656,108,high_var
1657,92,high_var
1658,101,high_var
1659,104,high_var
1660,110,high_var
1661,468,high_var
1662,104,high_var
1663,100,high_var
1664,99,high_var
