,offspring,model
342,111,alpha=1.9
343,102,alpha=1.9
344,96,alpha=1.9
345,93,alpha=1.9
346,107,alpha=1.9
347,90,alpha=1.9
348,103,alpha=1.9
349,84,alpha=1.9
350,96,alpha=1.9
351,111,alpha=1.9
352,95,alpha=1.9
353,90,alpha=1.9
354,94,alpha=1.9
355,94,alpha=1.9
356,100,alpha=1.9
357,92,alpha=1.9
358,91,alpha=1.9
359,97,alpha=1.9
360,88,alpha=1.9
361,88,alpha=1.9
362,103,alpha=1.9
363,107,alpha=1.9
364,110,alpha=1.9
365,85,alpha=1.9
366,84,alpha=1.9
367,91,alpha=1.9
368,105,alpha=1.9
369,97,alpha=1.9
370,103,alpha=1.9
371,90,alpha=1.9
372,97,alpha=1.9
373,104,alpha=1.9
374,120,alpha=1.9
375,109,alpha=1.9
376,106,alpha=1.9
377,84,alpha=1.9
378,85,alpha=1.9
379,103,alpha=1.9
380,102,alpha=1.9
381,78,alpha=1.9
382,91,alpha=1.9
383,104,alpha=1.9
384,99,alpha=1.9
385,94,alpha=1.9
386,97,alpha=1.9
387,109,alpha=1.9
388,98,alpha=1.9
389,117,alpha=1.9
390,96,alpha=1.9
391,97,alpha=1.9
392,92,alpha=1.9
393,89,alpha=1.9
394,116,alpha=1.9
395,95,alpha=1.9
396,96,alpha=1.9
397,95,alpha=1.9
398,99,alpha=1.9
399,98,alpha=1.9
400,113,alpha=1.9
401,97,alpha=1.9
402,103,alpha=1.9
403,111,alpha=1.9
404,90,alpha=1.9
405,111,alpha=1.9
406,96,alpha=1.9
407,102,alpha=1.9
408,114,alpha=1.9
409,100,alpha=1.9
410,106,alpha=1.9
411,87,alpha=1.9
412,91,alpha=1.9
413,107,alpha=1.9
414,85,alpha=1.9
415,94,alpha=1.9
416,82,alpha=1.9
417,97,alpha=1.9
418,93,alpha=1.9
419,95,alpha=1.9
420,69,alpha=1.9
421,75,alpha=1.9
422,114,alpha=1.9
423,102,alpha=1.9
424,116,alpha=1.9
425,78,alpha=1.9
426,107,alpha=1.9
427,109,alpha=1.9
428,83,alpha=1.9
429,103,alpha=1.9
430,84,alpha=1.9
431,86,alpha=1.9
432,105,alpha=1.9
433,89,alpha=1.9
434,106,alpha=1.9
435,108,alpha=1.9
436,102,alpha=1.9
437,125,alpha=1.9
438,104,alpha=1.9
439,93,alpha=1.9
440,90,alpha=1.9
441,80,alpha=1.9
442,104,alpha=1.9
443,89,alpha=1.9
444,97,alpha=1.9
445,92,alpha=1.9
446,83,alpha=1.9
447,93,alpha=1.9
448,85,alpha=1.9
449,90,alpha=1.9
450,107,alpha=1.9
451,91,alpha=1.9
452,105,alpha=1.9
453,93,alpha=1.9
454,103,alpha=1.9
455,103,alpha=1.9
456,101,alpha=1.9
457,73,alpha=1.9
458,105,alpha=1.9
459,84,alpha=1.9
460,107,alpha=1.9
461,114,alpha=1.9
462,101,alpha=1.9
463,106,alpha=1.9
464,96,alpha=1.9
465,91,alpha=1.9
466,99,alpha=1.9
467,103,alpha=1.9
468,103,alpha=1.9
469,101,alpha=1.9
470,97,alpha=1.9
471,97,alpha=1.9
472,86,alpha=1.9
473,88,alpha=1.9
474,93,alpha=1.9
475,96,alpha=1.9
476,85,alpha=1.9
477,104,alpha=1.9
478,97,alpha=1.9
479,87,alpha=1.9
480,97,alpha=1.9
481,110,alpha=1.9
482,92,alpha=1.9
483,101,alpha=1.9
484,91,alpha=1.9
485,93,alpha=1.9
486,107,alpha=1.9
487,94,alpha=1.9
488,114,alpha=1.9
489,100,alpha=1.9
490,117,alpha=1.9
491,99,alpha=1.9
492,93,alpha=1.9
493,101,alpha=1.9
494,91,alpha=1.9
495,114,alpha=1.9
496,119,alpha=1.9
497,120,alpha=1.9
498,94,alpha=1.9
499,103,alpha=1.9
500,110,alpha=1.9
501,100,alpha=1.9
502,84,alpha=1.9
503,101,alpha=1.9
504,124,alpha=1.9
505,100,alpha=1.9
506,102,alpha=1.9
507,125,alpha=1.9
508,94,alpha=1.9
509,110,alpha=1.9
510,107,alpha=1.9
511,98,alpha=1.9
512,89,alpha=1.9
513,102,alpha=1.9
514,99,alpha=1.9
515,112,alpha=1.9
516,96,alpha=1.9
517,103,alpha=1.9
518,84,alpha=1.9
519,99,alpha=1.9
520,88,alpha=1.9
521,79,alpha=1.9
522,95,alpha=1.9
523,91,alpha=1.9
524,113,alpha=1.9
525,113,alpha=1.9
526,112,alpha=1.9
527,95,alpha=1.9
528,99,alpha=1.9
529,127,alpha=1.9
530,105,alpha=1.9
531,78,alpha=1.9
532,99,alpha=1.9
533,89,alpha=1.9
534,106,alpha=1.9
535,97,alpha=1.9
536,120,alpha=1.9
537,111,alpha=1.9
538,98,alpha=1.9
539,98,alpha=1.9
540,120,alpha=1.9
541,74,alpha=1.9
542,107,alpha=1.9
543,111,alpha=1.9
544,104,alpha=1.9
545,107,alpha=1.9
546,99,alpha=1.9
547,114,alpha=1.9
548,81,alpha=1.9
549,111,alpha=1.9
550,104,alpha=1.9
551,103,alpha=1.9
552,104,alpha=1.9
553,95,alpha=1.9
554,114,alpha=1.9
555,108,alpha=1.9
556,84,alpha=1.9
557,113,alpha=1.9
558,102,alpha=1.9
559,97,alpha=1.9
560,108,alpha=1.9
561,78,alpha=1.9
562,109,alpha=1.9
563,116,alpha=1.9
564,98,alpha=1.9
565,112,alpha=1.9
566,94,alpha=1.9
567,109,alpha=1.9
568,85,alpha=1.9
569,120,alpha=1.9
570,80,alpha=1.9
571,102,alpha=1.9
572,84,alpha=1.9
573,113,alpha=1.9
574,103,alpha=1.9
575,114,alpha=1.9
576,110,alpha=1.9
577,97,alpha=1.9
578,94,alpha=1.9
579,89,alpha=1.9
580,85,alpha=1.9
581,86,alpha=1.9
582,108,alpha=1.9
583,117,alpha=1.9
584,111,alpha=1.9
585,88,alpha=1.9
586,104,alpha=1.9
587,93,alpha=1.9
588,89,alpha=1.9
589,92,alpha=1.9
590,100,alpha=1.9
591,97,alpha=1.9
592,114,alpha=1.9
593,102,alpha=1.9
594,99,alpha=1.9
595,108,alpha=1.9
596,93,alpha=1.9
597,106,alpha=1.9
598,104,alpha=1.9
599,106,alpha=1.9
600,94,alpha=1.9
601,103,alpha=1.9
602,104,alpha=1.9
603,107,alpha=1.9
604,85,alpha=1.9
605,114,alpha=1.9
606,91,alpha=1.9
607,94,alpha=1.9
608,102,alpha=1.9
609,92,alpha=1.9
610,101,alpha=1.9
611,84,alpha=1.9
612,101,alpha=1.9
613,100,alpha=1.9
614,101,alpha=1.9
615,114,alpha=1.9
616,100,alpha=1.9
617,105,alpha=1.9
618,87,alpha=1.9
619,123,alpha=1.9
620,104,alpha=1.9
621,98,alpha=1.9
622,108,alpha=1.9
623,75,alpha=1.9
624,93,alpha=1.9
625,103,alpha=1.9
626,99,alpha=1.9
627,123,alpha=1.9
628,79,alpha=1.9
629,105,alpha=1.9
630,107,alpha=1.9
631,114,alpha=1.9
632,97,alpha=1.9
633,103,alpha=1.9
634,101,alpha=1.9
635,104,alpha=1.9
636,105,alpha=1.9
637,102,alpha=1.9
638,106,alpha=1.9
639,87,alpha=1.9
640,87,alpha=1.9
641,79,alpha=1.9
642,102,alpha=1.9
643,95,alpha=1.9
644,94,alpha=1.9
645,83,alpha=1.9
646,107,alpha=1.9
647,106,alpha=1.9
648,93,alpha=1.9
649,98,alpha=1.9
650,98,alpha=1.9
651,109,alpha=1.9
652,88,alpha=1.9
653,91,alpha=1.9
654,106,alpha=1.9
655,90,alpha=1.9
656,113,alpha=1.9
657,106,alpha=1.9
658,100,alpha=1.9
659,91,alpha=1.9
660,109,alpha=1.9
661,98,alpha=1.9
662,110,alpha=1.9
663,107,alpha=1.9
664,108,alpha=1.9
665,93,alpha=1.9
666,99,alpha=1.9
667,111,alpha=1.9
668,98,alpha=1.9
669,102,alpha=1.9
670,104,alpha=1.9
671,98,alpha=1.9
672,82,alpha=1.9
673,84,alpha=1.9
674,87,alpha=1.9
675,92,alpha=1.9
676,111,alpha=1.9
677,110,alpha=1.9
678,102,alpha=1.9
679,117,alpha=1.9
680,92,alpha=1.9
681,112,alpha=1.9
682,107,alpha=1.9
683,94,alpha=1.9
684,96,alpha=1.9
685,126,alpha=1.9
686,107,alpha=1.9
687,118,alpha=1.9
688,113,alpha=1.9
689,98,alpha=1.9
690,126,alpha=1.9
691,82,alpha=1.9
692,90,alpha=1.9
693,99,alpha=1.9
694,108,alpha=1.9
695,100,alpha=1.9
696,91,alpha=1.9
697,104,alpha=1.9
698,96,alpha=1.9
699,100,alpha=1.9
700,89,alpha=1.9
701,90,alpha=1.9
702,86,alpha=1.9
703,116,alpha=1.9
704,91,alpha=1.9
705,95,alpha=1.9
706,111,alpha=1.9
707,98,alpha=1.9
708,94,alpha=1.9
709,98,alpha=1.9
710,98,alpha=1.9
711,101,alpha=1.9
712,102,alpha=1.9
713,83,alpha=1.9
714,108,alpha=1.9
715,93,alpha=1.9
716,118,alpha=1.9
717,103,alpha=1.9
718,99,alpha=1.9
719,103,alpha=1.9
720,110,alpha=1.9
721,94,alpha=1.9
722,98,alpha=1.9
723,110,alpha=1.9
724,107,alpha=1.9
725,97,alpha=1.9
726,96,alpha=1.9
727,95,alpha=1.9
728,98,alpha=1.9
729,101,alpha=1.9
730,108,alpha=1.9
731,90,alpha=1.9
732,104,alpha=1.9
733,87,alpha=1.9
734,109,alpha=1.9
735,98,alpha=1.9
736,92,alpha=1.9
737,108,alpha=1.9
738,95,alpha=1.9
739,94,alpha=1.9
740,94,alpha=1.9
741,97,alpha=1.9
742,97,alpha=1.9
743,89,alpha=1.9
744,110,alpha=1.9
745,91,alpha=1.9
746,98,alpha=1.9
747,101,alpha=1.9
748,94,alpha=1.9
749,90,alpha=1.9
750,77,alpha=1.9
751,112,alpha=1.9
752,117,alpha=1.9
753,100,alpha=1.9
754,82,alpha=1.9
755,95,alpha=1.9
756,91,alpha=1.9
757,88,alpha=1.9
758,99,alpha=1.9
759,91,alpha=1.9
760,106,alpha=1.9
761,91,alpha=1.9
762,113,alpha=1.9
763,116,alpha=1.9
764,93,alpha=1.9
765,105,alpha=1.9
766,91,alpha=1.9
767,115,alpha=1.9
768,100,alpha=1.9
769,90,alpha=1.9
770,85,alpha=1.9
771,71,alpha=1.9
772,95,alpha=1.9
773,98,alpha=1.9
774,84,alpha=1.9
775,112,alpha=1.9
776,101,alpha=1.9
777,95,alpha=1.9
778,97,alpha=1.9
779,90,alpha=1.9
780,104,alpha=1.9
781,93,alpha=1.9
782,102,alpha=1.9
783,93,alpha=1.9
784,88,alpha=1.9
785,102,alpha=1.9
786,96,alpha=1.9
787,117,alpha=1.9
788,116,alpha=1.9
789,110,alpha=1.9
790,89,alpha=1.9
791,81,alpha=1.9
792,98,alpha=1.9
793,104,alpha=1.9
794,102,alpha=1.9
795,109,alpha=1.9
796,99,alpha=1.9
797,105,alpha=1.9
798,97,alpha=1.9
799,108,alpha=1.9
800,97,alpha=1.9
801,101,alpha=1.9
802,95,alpha=1.9
803,119,alpha=1.9
804,85,alpha=1.9
805,102,alpha=1.9
806,111,alpha=1.9
807,90,alpha=1.9
808,110,alpha=1.9
809,102,alpha=1.9
810,92,alpha=1.9
811,97,alpha=1.9
812,106,alpha=1.9
813,94,alpha=1.9
814,126,alpha=1.9
815,91,alpha=1.9
816,96,alpha=1.9
817,106,alpha=1.9
818,93,alpha=1.9
819,93,alpha=1.9
820,104,alpha=1.9
821,107,alpha=1.9
822,115,alpha=1.9
823,106,alpha=1.9
824,99,alpha=1.9
825,114,alpha=1.9
826,107,alpha=1.9
827,96,alpha=1.9
828,102,alpha=1.9
829,103,alpha=1.9
830,91,alpha=1.9
831,105,alpha=1.9
832,103,alpha=1.9
833,98,alpha=1.9
834,102,alpha=1.9
835,99,alpha=1.9
836,103,alpha=1.9
837,112,alpha=1.9
838,108,alpha=1.9
839,79,alpha=1.9
840,100,alpha=1.9
841,115,alpha=1.9
842,89,alpha=1.9
843,99,alpha=1.9
844,103,alpha=1.9
845,95,alpha=1.9
846,93,alpha=1.9
847,93,alpha=1.9
848,100,alpha=1.9
849,87,alpha=1.9
850,106,alpha=1.9
851,94,alpha=1.9
852,109,alpha=1.9
853,106,alpha=1.9
854,103,alpha=1.9
855,106,alpha=1.9
856,105,alpha=1.9
857,105,alpha=1.9
858,109,alpha=1.9
859,101,alpha=1.9
860,99,alpha=1.9
861,99,alpha=1.9
862,111,alpha=1.9
863,112,alpha=1.9
864,109,alpha=1.9
865,98,alpha=1.9
866,103,alpha=1.9
867,85,alpha=1.9
868,113,alpha=1.9
869,81,alpha=1.9
870,107,alpha=1.9
871,98,alpha=1.9
872,97,alpha=1.9
873,89,alpha=1.9
874,98,alpha=1.9
875,97,alpha=1.9
876,98,alpha=1.9
877,90,alpha=1.9
878,115,alpha=1.9
879,103,alpha=1.9
880,92,alpha=1.9
881,107,alpha=1.9
882,98,alpha=1.9
883,105,alpha=1.9
884,100,alpha=1.9
885,97,alpha=1.9
886,96,alpha=1.9
887,100,alpha=1.9
888,113,alpha=1.9
889,103,alpha=1.9
890,96,alpha=1.9
891,96,alpha=1.9
892,107,alpha=1.9
893,92,alpha=1.9
894,97,alpha=1.9
895,95,alpha=1.9
896,86,alpha=1.9
897,116,alpha=1.9
898,116,alpha=1.9
899,87,alpha=1.9
900,102,alpha=1.9
901,116,alpha=1.9
902,109,alpha=1.9
903,95,alpha=1.9
904,97,alpha=1.9
905,100,alpha=1.9
906,83,alpha=1.9
907,100,alpha=1.9
908,107,alpha=1.9
909,111,alpha=1.9
910,104,alpha=1.9
911,90,alpha=1.9
912,111,alpha=1.9
913,101,alpha=1.9
914,105,alpha=1.9
915,99,alpha=1.9
916,107,alpha=1.9
917,117,alpha=1.9
918,107,alpha=1.9
919,101,alpha=1.9
920,94,alpha=1.9
921,92,alpha=1.9
922,106,alpha=1.9
923,91,alpha=1.9
924,116,alpha=1.9
925,121,alpha=1.9
926,115,alpha=1.9
927,86,alpha=1.9
928,88,alpha=1.9
929,93,alpha=1.9
930,119,alpha=1.9
931,104,alpha=1.9
932,103,alpha=1.9
933,99,alpha=1.9
934,83,alpha=1.9
935,98,alpha=1.9
936,111,alpha=1.9
937,84,alpha=1.9
938,107,alpha=1.9
939,102,alpha=1.9
940,101,alpha=1.9
941,113,alpha=1.9
942,107,alpha=1.9
943,96,alpha=1.9
944,115,alpha=1.9
945,105,alpha=1.9
946,100,alpha=1.9
947,107,alpha=1.9
948,107,alpha=1.9
949,110,alpha=1.9
950,90,alpha=1.9
951,105,alpha=1.9
952,102,alpha=1.9
953,100,alpha=1.9
954,105,alpha=1.9
955,96,alpha=1.9
956,87,alpha=1.9
957,97,alpha=1.9
958,92,alpha=1.9
959,89,alpha=1.9
960,92,alpha=1.9
961,91,alpha=1.9
962,98,alpha=1.9
963,105,alpha=1.9
964,112,alpha=1.9
965,94,alpha=1.9
966,92,alpha=1.9
967,84,alpha=1.9
968,88,alpha=1.9
969,100,alpha=1.9
970,101,alpha=1.9
971,99,alpha=1.9
972,113,alpha=1.9
973,98,alpha=1.9
974,99,alpha=1.9
975,111,alpha=1.9
976,103,alpha=1.9
977,110,alpha=1.9
978,106,alpha=1.9
979,104,alpha=1.9
980,98,alpha=1.9
981,90,alpha=1.9
982,106,alpha=1.9
983,98,alpha=1.9
984,116,alpha=1.9
985,95,alpha=1.9
986,115,alpha=1.9
987,119,alpha=1.9
988,87,alpha=1.9
989,99,alpha=1.9
990,100,alpha=1.9
991,103,alpha=1.9
992,75,alpha=1.9
993,102,alpha=1.9
994,100,alpha=1.9
995,90,alpha=1.9
996,100,alpha=1.9
997,97,alpha=1.9
998,102,alpha=1.9
999,96,alpha=1.9
1000,102,alpha=1.9
1001,101,alpha=1.9
1002,114,alpha=1.9
1003,98,alpha=1.9
1004,99,alpha=1.9
1005,90,alpha=1.9
1006,127,alpha=1.9
1007,103,alpha=1.9
1008,85,alpha=1.9
1009,108,alpha=1.9
1010,96,alpha=1.9
1011,86,alpha=1.9
1012,99,alpha=1.9
1013,112,alpha=1.9
1014,99,alpha=1.9
1015,90,alpha=1.9
1016,96,alpha=1.9
1017,105,alpha=1.9
1018,112,alpha=1.9
1019,88,alpha=1.9
1020,106,alpha=1.9
1021,107,alpha=1.9
1022,91,alpha=1.9
1023,117,alpha=1.9
1024,102,alpha=1.9
1025,98,alpha=1.9
1026,105,alpha=1.9
1027,106,alpha=1.9
1028,87,alpha=1.9
1029,97,alpha=1.9
1030,96,alpha=1.9
1031,85,alpha=1.9
1032,77,alpha=1.9
1033,95,alpha=1.9
1034,89,alpha=1.9
1035,86,alpha=1.9
1036,99,alpha=1.9
1037,106,alpha=1.9
1038,93,alpha=1.9
1039,100,alpha=1.9
1040,101,alpha=1.9
1041,108,alpha=1.9
1042,85,alpha=1.9
1043,89,alpha=1.9
1044,91,alpha=1.9
1045,114,alpha=1.9
1046,113,alpha=1.9
1047,93,alpha=1.9
1048,109,alpha=1.9
1049,104,alpha=1.9
1050,96,alpha=1.9
1051,118,alpha=1.9
1052,109,alpha=1.9
1053,115,alpha=1.9
1054,107,alpha=1.9
1055,88,alpha=1.9
1056,105,alpha=1.9
1057,99,alpha=1.9
1058,94,alpha=1.9
1059,98,alpha=1.9
1060,112,alpha=1.9
1061,119,alpha=1.9
1062,87,alpha=1.9
1063,105,alpha=1.9
1064,113,alpha=1.9
1065,104,alpha=1.9
1066,96,alpha=1.9
1067,99,alpha=1.9
1068,114,alpha=1.9
1069,96,alpha=1.9
1070,79,alpha=1.9
1071,107,alpha=1.9
1072,101,alpha=1.9
1073,102,alpha=1.9
1074,110,alpha=1.9
1075,105,alpha=1.9
1076,107,alpha=1.9
1077,104,alpha=1.9
1078,98,alpha=1.9
1079,117,alpha=1.9
1080,98,alpha=1.9
1081,72,alpha=1.9
1082,91,alpha=1.9
1083,123,alpha=1.9
1084,101,alpha=1.9
1085,102,alpha=1.9
1086,98,alpha=1.9
1087,101,alpha=1.9
1088,91,alpha=1.9
1089,101,alpha=1.9
1090,105,alpha=1.9
1091,98,alpha=1.9
1092,84,alpha=1.9
1093,105,alpha=1.9
1094,104,alpha=1.9
1095,94,alpha=1.9
1096,86,alpha=1.9
1097,106,alpha=1.9
1098,102,alpha=1.9
1099,84,alpha=1.9
1100,89,alpha=1.9
1101,103,alpha=1.9
1102,96,alpha=1.9
1103,101,alpha=1.9
1104,102,alpha=1.9
1105,99,alpha=1.9
1106,107,alpha=1.9
1107,98,alpha=1.9
1108,104,alpha=1.9
1109,92,alpha=1.9
1110,94,alpha=1.9
1111,118,alpha=1.9
1112,97,alpha=1.9
1113,94,alpha=1.9
1114,115,alpha=1.9
1115,111,alpha=1.9
1116,102,alpha=1.9
1117,89,alpha=1.9
1118,98,alpha=1.9
1119,104,alpha=1.9
1120,98,alpha=1.9
1121,97,alpha=1.9
1122,100,alpha=1.9
1123,91,alpha=1.9
1124,82,alpha=1.9
1125,86,alpha=1.9
1126,78,alpha=1.9
1127,115,alpha=1.9
1128,102,alpha=1.9
1129,108,alpha=1.9
1130,95,alpha=1.9
1131,103,alpha=1.9
1132,123,alpha=1.9
1133,76,alpha=1.9
1134,102,alpha=1.9
1135,96,alpha=1.9
1136,111,alpha=1.9
1137,95,alpha=1.9
1138,100,alpha=1.9
1139,104,alpha=1.9
1140,108,alpha=1.9
1141,99,alpha=1.9
1142,111,alpha=1.9
1143,70,alpha=1.9
1144,95,alpha=1.9
1145,95,alpha=1.9
1146,103,alpha=1.9
1147,85,alpha=1.9
1148,74,alpha=1.9
1149,96,alpha=1.9
1150,92,alpha=1.9
1151,106,alpha=1.9
